fecha_hora,url,profundidad,tipo,archivo_guardado,palabras_extraidas,notas
2026-05-04T20:32:39,https://explora.upc.edu.pe/77752-buses/%C2%BFcu%C3%A1les-son-las-condiciones-del-uso-del-servicio-de-buses-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_77752-buses__c2_bfcu_c3_a1les-son-las-condiciones-del-uso-del_5a5d3af2.txt,371,"method=simple,kw=2"
2026-05-04T20:32:53,https://explora.upc.edu.pe/77752-buses/%C2%BFa-partir-de-que-fecha-estar%C3%A1-habilitado-el-servicio-de-buses,1,ignorada,,0,"words=246,kw=0,method=playwright"
2026-05-04T20:33:06,https://explora.upc.edu.pe/77791-cafeterias-y-dispensadoras/si-tengo-un-inconveniente-con-el-servicio-de-la-vendomatica-a-quien-puedo-acudir,1,ignorada,,0,"words=215,kw=0,method=playwright"
2026-05-04T20:33:20,https://explora.upc.edu.pe/77791-cafeterias-y-dispensadoras/quien-se-encarga-de-la-limpieza-de-las-cafeteria,1,ignorada,,0,"words=216,kw=0,method=playwright"
2026-05-04T20:33:25,https://explora.upc.edu.pe/79846-seguros/seguros-upc-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79846-seguros_seguros-upc-_087ca4e3.txt,1146,"method=simple,kw=4"
2026-05-04T20:33:29,https://explora.upc.edu.pe/79846-seguros/cuales-son-las-coberturas-de-la-poliza-de-accidentes-personales,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79846-seguros_cuales-son-las-coberturas-de-la-poliza-de-accid_8c55f65d.txt,319,"method=simple,kw=1"
2026-05-04T20:33:33,https://explora.upc.edu.pe/79846-seguros/en-caso-de-un-accidente-que-debo-hacer,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79846-seguros_en-caso-de-un-accidente-que-debo-hacer_5a65c374.txt,651,"method=simple,kw=2"
2026-05-04T20:33:47,https://explora.upc.edu.pe/79846-seguros/con-quien-me-puedo-comunicar-para-que-me-expliquen-en-forma-mas-detallada-sobre-el-seguro,1,ignorada,,0,"words=264,kw=1,method=playwright"
2026-05-04T20:33:51,https://explora.upc.edu.pe/79846-seguros/en-la-clinica-afiliada-me-piden-que-presente-una-ficha-del-seguro-donde-la-puedo-conseguir,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79846-seguros_en-la-clinica-afiliada-me-piden-que-presente-un_09ab744c.txt,318,"method=simple,kw=1"
2026-05-04T20:33:54,https://explora.upc.edu.pe/79846-seguros/no-me-encuentro-bien-de-salud-puedo-usar-el-seguro-de-la-upc,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79846-seguros_no-me-encuentro-bien-de-salud-puedo-usar-el-seg_cab2fe83.txt,500,"method=simple,kw=1"
2026-05-04T20:33:58,https://explora.upc.edu.pe/impresion/%C2%BFque-servicios-ofrece-el-centro-de-impresion-y-ploteo-de-upc,1,ignorada,,0,"words=232,kw=2,method=simple"
2026-05-04T20:34:01,https://explora.upc.edu.pe/79847-gea/que-significa-ser-alumno-de-excelencia-academica-gea,1,ignorada,,0,"words=216,kw=1,method=simple"
2026-05-04T20:34:05,https://explora.upc.edu.pe/79847-gea/cuales-son-los-beneficios-que-tiene-un-alumno-al-pertenecer-al-grupo-de-excelencia-academica-gea-pregrado,1,ignorada,,0,"words=271,kw=1,method=simple"
2026-05-04T20:34:09,https://explora.upc.edu.pe/79847-gea/para-quienes-esta-dirigido-el-programa-de-liderazgo-gea-pregrado,1,ignorada,,0,"words=206,kw=4,method=simple"
2026-05-04T20:34:14,https://explora.upc.edu.pe/79847-gea/cuanto-tiempo-dura-el-programa-de-liderazgo-gea,1,ignorada,,0,"words=212,kw=3,method=simple"
2026-05-04T20:34:18,https://explora.upc.edu.pe/79847-gea/como-se-si-pertenezco-al-gea,1,ignorada,,0,"words=205,kw=3,method=simple"
2026-05-04T20:34:22,https://explora.upc.edu.pe/79847-gea/a-quien-debo-dirigirme-para-tener-mayor-informacion-del-programa-de-liderazgo-gea,1,ignorada,,0,"words=211,kw=3,method=simple"
2026-05-04T20:34:26,https://explora.upc.edu.pe/79847-gea/cuales-son-los-requisitos-para-pertenecer-al-grupo-de-excelencia-academica-gea,1,ignorada,,0,"words=249,kw=5,method=simple"
2026-05-04T20:34:30,https://explora.upc.edu.pe/79847-gea/a-quienes-esta-dirigido-el-programa-de-liderazgo-gea,1,ignorada,,0,"words=230,kw=0,method=simple"
2026-05-04T20:34:33,https://explora.upc.edu.pe/79847-gea/que-formacion-recibire-en-el-programa-de-liderazgo-gea,1,ignorada,,0,"words=284,kw=4,method=simple"
2026-05-04T20:34:37,https://explora.upc.edu.pe/79847-gea/%C2%BFcu%C3%A1ndo-recibir%C3%A9-mi-carnet-del-gea,1,ignorada,,0,"words=243,kw=3,method=simple"
2026-05-04T20:34:41,https://explora.upc.edu.pe/79947-otros/como-reservo-una-tutoria,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79947-otros_como-reservo-una-tutoria_c7116ee8.txt,428,"method=simple,kw=3"
2026-05-04T20:34:46,https://explora.upc.edu.pe/79947-otros/en-que-horarios-puedo-reservar-tutorias,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79947-otros_en-que-horarios-puedo-reservar-tutorias_7bb111ea.txt,359,"method=simple,kw=3"
2026-05-04T20:34:59,https://explora.upc.edu.pe/79947-otros/%C2%BFcomo-realizo-la-encuesta-posterior-a-mi-tutoria-,1,ignorada,,0,"words=255,kw=2,method=playwright"
2026-05-04T20:35:13,https://explora.upc.edu.pe/79947-otros/%C2%BFcomo-me-inscribo-en-la-sala-de-espera-de-tutoria,1,ignorada,,0,"words=265,kw=2,method=playwright"
2026-05-04T20:35:16,https://explora.upc.edu.pe/79947-otros/como-cancelo-mi-reserva-de-tutoria,1,ignorada,,0,"words=262,kw=3,method=simple"
2026-05-04T20:35:30,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/es-posible-utilizar-instrumentos-yo-equipos-musicales-para-actividades-no-academicas,1,ignorada,,0,"words=241,kw=1,method=playwright"
2026-05-04T20:35:32,https://cerbero.upc.edu.pe/apps/ReservaEquipos2/index.asp,1,ignorada,,0,"words=298,kw=0,method=simple"
2026-05-04T20:35:44,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/como-reservo-equipos-audiovisuales-pregrado,1,ignorada,,0,"words=254,kw=0,method=playwright"
2026-05-04T20:35:48,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/como-recojo-el-equipo-que-reserve-pregrado,1,ignorada,,0,"words=220,kw=0,method=simple"
2026-05-04T20:36:00,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/en-que-casos-bloquean-el-uso-de-equipos-audiovisuales-pregrado,1,ignorada,,0,"words=263,kw=0,method=playwright"
2026-05-04T20:36:04,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/que-ocurre-si-el-equipo-que-saque-del-almacen-audiovisual-no-funciona-pregrado,1,ignorada,,0,"words=200,kw=0,method=simple"
2026-05-04T20:36:07,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/en-caso-se-malogre-pierda-o-me-roben-el-equipo-audiovisual-que-hago-pregrado,1,ignorada,,0,"words=261,kw=2,method=simple"
2026-05-04T20:36:12,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/puedo-reservar-y-utilizar-los-equipos-audiovisuales-en-todo-momento-pregrado,1,ignorada,,0,"words=209,kw=1,method=simple"
2026-05-04T20:36:16,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/puedo-reservar-yo-utilizar-equipos-audiovisuales-para-cualquier-curso-de-la-facultad-de-comunicaciones-o-facultad-de-diseno-pregrado,1,ignorada,,0,"words=224,kw=0,method=simple"
2026-05-04T20:36:29,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/debo-estar-matriculado-para-poder-reservar-yo-utilizar-equipos-audiovisuales-pregrado,1,ignorada,,0,"words=200,kw=3,method=playwright"
2026-05-04T20:36:32,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/necesito-un-aula-puedo-reservarla,1,ignorada,,0,"words=220,kw=0,method=simple"
2026-05-04T20:36:40,http://www.upc.edu.pe/servicios/laboratorios-virtuales-upc,1,ignorada,,0,"words=156,kw=2,method=playwright"
2026-05-04T20:36:41,http://www.upc.edu.pe/servicios/documentos/realiza_tu_reserva_de_laboratorios_virtuales_v2.pdf,2,error,,0,HTTP 404
2026-05-04T20:36:56,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/puedo-reservar-laboratorios-de-computo,1,ignorada,,0,"words=226,kw=0,method=playwright"
2026-05-04T20:37:08,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/es-posible-utilizar-equipos-audiovisuales-que-no-aparezcan-en-el-consolidado-de-equipos,1,ignorada,,0,"words=251,kw=0,method=playwright"
2026-05-04T20:37:12,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/realice-una-reserva-de-un-laboratorio-pero-no-pude-asistir-tendre-alguna-sancion,1,ignorada,,0,"words=211,kw=0,method=simple"
2026-05-04T20:37:24,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/soy-delegada-y-mi-profesor-me-pidio-que-reservar-un-aula-como-lo-hago,1,ignorada,,0,"words=252,kw=0,method=playwright"
2026-05-04T20:37:28,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/puedo-solicitar-y-utilizar-equipos-audiovisuales-durante-las-semanas-de-examenes-parciales-finales-facultad-de-comunicaciones-facultad-de-diseno-y-escuela-de-musica,1,ignorada,,0,"words=220,kw=3,method=simple"
2026-05-04T20:37:32,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/es-posible-utilizar-equipos-audiovisuales-que-no-aparezcan-en-el-consolidado-de-equiposfacultad-de-comunicaciones-facultad-de-diseno-y-escuela-de-musica,1,ignorada,,0,"words=229,kw=4,method=simple"
2026-05-04T20:37:47,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/es-factible-que-haga-la-reserva-de-un-equipo-audiovisual-a-nombre-de-algun-companero,1,ignorada,,0,"words=256,kw=0,method=playwright"
2026-05-04T20:37:51,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/necesito-instalar-un-programa-en-mi-laptop-personal-puede-un-tecnico-de-aulas-y-laboratorios-ayudarme,1,ignorada,,0,"words=207,kw=3,method=simple"
2026-05-04T20:38:04,https://explora.upc.edu.pe/79949-aulas-y-laboratorios/como-puedo-solicitar-el-prestamo-de-una-laptop,1,ignorada,,0,"words=244,kw=0,method=playwright"
2026-05-04T20:38:07,https://explora.upc.edu.pe/103961-delegados/si-me-eligen-delegado-despues-de-la-segunda-semana-de-clases-aun-obtendre-el-credito-extracademico-pregrado,1,ignorada,,0,"words=294,kw=2,method=simple"
2026-05-04T20:38:20,https://explora.upc.edu.pe/103961-delegados/si-estoy-en-riesgo-academico-puedo-ser-delegado-pregrado,1,ignorada,,0,"words=262,kw=3,method=playwright"
2026-05-04T20:38:32,https://explora.upc.edu.pe/103961-delegados/si-soy-delegado-en-cursos-de-verano-me-otorgan-el-credito-extracademico-pregrado,1,ignorada,,0,"words=213,kw=1,method=playwright"
2026-05-04T20:38:36,https://explora.upc.edu.pe/103961-delegados/cuando-me-otorgaran-el-credito-extracademico-por-ser-delegado-de-curso-pregrado,1,ignorada,,0,"words=212,kw=4,method=simple"
2026-05-04T20:38:41,https://explora.upc.edu.pe/103961-delegados/puedo-delegar-la-aplicacion-de-las-encuestas-academicas-u-otra-de-mis-actividades-como-delegado-a-otro-companero-de-clase-pregrado,1,ignorada,,0,"words=222,kw=2,method=simple"
2026-05-04T20:38:45,https://explora.upc.edu.pe/103961-delegados/que-debo-hacer-si-tengo-algun-inconveniente-para-realizar-cualquiera-de-mis-actividades-como-delegado-de-clase-pregrado,1,ignorada,,0,"words=219,kw=0,method=simple"
2026-05-04T20:38:59,https://explora.upc.edu.pe/103961-delegados/en-que-consiste-la-actividad-reunion-del-delegado-pregrado,1,ignorada,,0,"words=241,kw=0,method=playwright"
2026-05-04T20:39:12,https://explora.upc.edu.pe/103961-delegados/donde-encuentro-informacion-referente-a-las-actividades-que-debo-cumplir-como-delegado-de-curso-pregrado,1,ignorada,,0,"words=236,kw=2,method=playwright"
2026-05-04T20:39:25,https://explora.upc.edu.pe/103961-delegados/si-soy-delegado-de-curso-y-no-me-estan-llegando-los-correos-que-debo-hacer-pregrado,1,ignorada,,0,"words=237,kw=1,method=playwright"
2026-05-04T20:39:39,https://explora.upc.edu.pe/103961-delegados/puedo-ser-delegado-en-mas-de-un-curso-pregrado,1,ignorada,,0,"words=239,kw=2,method=playwright"
2026-05-04T20:39:51,https://explora.upc.edu.pe/103961-delegados/cuantos-creditos-me-asignaran-si-cumplo-todas-las-actividades-como-delegado-de-curso-pregrado,1,ignorada,,0,"words=236,kw=1,method=playwright"
2026-05-04T20:40:04,https://explora.upc.edu.pe/103961-delegados/si-me-retiro-de-un-curso-en-el-que-soy-delegado-despues-de-haber-realizado-la-encuesta-igual-me-daran-el-credito-extracademico,1,ignorada,,0,"words=262,kw=3,method=playwright"
2026-05-04T20:40:17,https://explora.upc.edu.pe/103961-delegados/cmo-puedo-verificar-si-el-profesor-me-registr-como-delegado-de-curso,1,ignorada,,0,"words=250,kw=2,method=playwright"
2026-05-04T20:40:33,https://explora.upc.edu.pe/103961-delegados/si-desapruebo-el-curso-me-otorgan-el-crdito-extraacadmico,1,ignorada,,0,"words=193,kw=1,method=playwright"
2026-05-04T20:40:45,https://explora.upc.edu.pe/103961-delegados/es-posible-contestar-la-encuesta-virtual-a-cualquier-hora-del-da,1,ignorada,,0,"words=243,kw=1,method=playwright"
2026-05-04T20:40:50,https://explora.upc.edu.pe/103961-delegados/%C2%BFsi-no-cumplo-con-alguna-de-las-actividades-de-delegado-%C2%BFpuedo-solicitar-una-prorroga-o-reemplazarla-por-otra,1,ignorada,,0,"words=203,kw=1,method=simple"
2026-05-04T20:41:02,https://explora.upc.edu.pe/103961-delegados/%C2%BFlas-encuestas-virtuales-de-delegados-siguen-siendo-anonimas,1,ignorada,,0,"words=255,kw=1,method=playwright"
2026-05-04T20:41:05,https://explora.upc.edu.pe/103961-delegados/%C2%BFque-debo-hacer-cuando-al-acceder-a-mi-encuesta-de-delegado-sale-el-mensaje-%E2%80%9Custed-no-tiene-encuesta-programada,1,ignorada,,0,"words=264,kw=1,method=simple"
2026-05-04T20:41:19,https://explora.upc.edu.pe/103961-delegados/%C2%BFque-sucede-si-no-respondo-alguno-de-los-reportes-del-delegado,1,ignorada,,0,"words=248,kw=1,method=playwright"
2026-05-04T20:41:23,https://explora.upc.edu.pe/103961-delegados/%C2%BFque-debo-hacer-si-no-puedo-asistir-el-dia-de-la-aplicacion-de-la-encuesta-academica,1,ignorada,,0,"words=236,kw=1,method=simple"
2026-05-04T20:41:36,https://explora.upc.edu.pe/103962-bienestar-educativo/como-reservo-una-cita-para-los-programa-de-orientacion-psicopedagogica-pregrado,1,ignorada,,0,"words=248,kw=1,method=playwright"
2026-05-04T20:41:39,https://explora.upc.edu.pe/103962-bienestar-educativo/como-pueden-solicitar-mis-padres-una-cita-de-orientacion-psicologica-pregrado,1,ignorada,,0,"words=245,kw=0,method=simple"
2026-05-04T20:41:43,https://explora.upc.edu.pe/103962-bienestar-educativo/que-servicios-tiene-calidad-educativa-para-mi-y-como-puedo-solicitarlos,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_103962-bienestar-educativo_que-servicios-tiene-calidad-educat_4e514654.txt,535,"method=simple,kw=2"
2026-05-04T20:41:48,https://explora.upc.edu.pe/103962-bienestar-educativo/que-servicios-brinda-el-area-de-orientacion-psicopedagogica-pregrado,1,ignorada,,0,"words=287,kw=1,method=simple"
2026-05-04T20:41:53,https://explora.upc.edu.pe/103962-bienestar-educativo/existe-algun-servicio-para-alumnos-con-discapacidad-en-que-consiste,1,ignorada,,0,"words=262,kw=0,method=simple"
2026-05-04T20:41:57,https://explora.upc.edu.pe/103962-bienestar-educativo/como-solicito-una-cita-con-algun-psicologo-de-la-upc,1,ignorada,,0,"words=217,kw=0,method=simple"
2026-05-04T20:42:10,https://explora.upc.edu.pe/103962-bienestar-educativo/como-solicito-una-cita-para-que-me-apliquen-un-test-vocacional-pregrado,1,ignorada,,0,"words=244,kw=1,method=playwright"
2026-05-04T20:42:14,https://explora.upc.edu.pe/103962-bienestar-educativo/talleres-de-orientacion-psicopedagogica,1,ignorada,,0,"words=203,kw=0,method=simple"
2026-05-04T20:42:18,https://explora.upc.edu.pe/104707-apoderados/que-tramites-puede-realizar-mi-apoderado-pregrado,1,ignorada,,0,"words=207,kw=3,method=simple"
2026-05-04T20:42:32,https://explora.upc.edu.pe/contacto-upc/%C2%BFcu%C3%A1les-son-los-canales-de-atenci%C3%B3n-que-tengo-como-alumno,1,ignorada,,0,"words=227,kw=0,method=playwright"
2026-05-04T20:42:37,https://explora.upc.edu.pe/contacto-upc/%C2%BFpuedo-ingresar-con-mi-mascota-a-la-universidad,1,ignorada,,0,"words=287,kw=0,method=simple"
2026-05-04T20:42:41,https://explora.upc.edu.pe/contacto-upc/generar-ticket-para-que-eval%C3%BAen-mi-solicitud-%C2%BFc%C3%B3mo-lo-realizo,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_contacto-upc_generar-ticket-para-que-eval_c3_baen-mi-solicitu_d40d4435.txt,357,"method=simple,kw=4"
2026-05-04T20:42:46,http://explora.upc.edu.pe/79256-certificacion-de-documentos/certificaci%C3%B3n-virtual-de-documentos-de-intercambio?from_search=201320083,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79256-certificacion-de-documentos_certificaci_c3_b3n-virtual-_e6e2e6db.txt,722,"method=simple,kw=3"
2026-05-04T20:42:50,https://explora.upc.edu.pe/79253-constancias-y-certificados/modelos-de-certificados-y-constancias-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_modelos-de-certificados-y-co_f018c772.txt,1242,"method=simple,kw=8"
2026-05-04T20:42:55,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFc%C3%B3mo-solicito-u-certificado-de-estudios,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfc_c3_b3mo-solicito-u-c_7ae07ecf.txt,498,"method=simple,kw=3"
2026-05-04T20:42:59,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFqu%C3%A9-documentos-puedo-solicitar-con-firma-electr%C3%B3nica-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfqu_c3_a9-documentos-pu_309d3b2a.txt,1069,"method=simple,kw=8"
2026-05-04T20:43:02,https://www.upc.edu.pe/transparencia-upc/pensiones-y-tarifas/tarifas-pregrado/,1,html,/tmp/upc_documents/html_text/otros/www_upc_edu_pe_transparencia-upc_pensiones-y-tarifas_tarifas-pregrado__6abcad88.txt,612,"method=simple,kw=6"
2026-05-04T20:43:06,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFqu%C3%A9-debo-hacer-si-requiero-mis-documentos-en-ingl%C3%A9s,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfqu_c3_a9-debo-hacer-si_a61539ca.txt,550,"method=simple,kw=3"
2026-05-04T20:43:09,https://explora.upc.edu.pe/79253-constancias-y-certificados/que-debo-hacer-si-solicite-una-constancia-yo-certificado-pero-figura-como-incompleto-o-anulado-a-pesar-de-que-lo-he-pagado,1,ignorada,,0,"words=205,kw=0,method=simple"
2026-05-04T20:43:13,https://cerbero.upc.edu.pe/apps/admisionsolicitud/,1,ignorada,,0,"words=149,kw=2,method=playwright"
2026-05-04T20:43:17,https://explora.upc.edu.pe/79253-constancias-y-certificados/como-solicito-una-constancia-de-ingreso-a-la-universidad-cual-es-el-costo,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_como-solicito-una-constancia_ea242317.txt,317,"method=simple,kw=1"
2026-05-04T20:43:21,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFc%C3%B3mo-solicito-un-reporte-de-los-pagos-realizados-en-el-ciclo,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfc_c3_b3mo-solicito-un-_f5c5fbcc.txt,354,"method=simple,kw=4"
2026-05-04T20:43:24,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFc%C3%B3mo-solicito-el-duplicado-de-mi-constancia-de-egresado,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfc_c3_b3mo-solicito-el-_7da9fb94.txt,339,"method=simple,kw=2"
2026-05-04T20:43:27,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFc%C3%B3mo-solicit%C3%B3-la-resoluci%C3%B3n-rectoral-de-t%C3%ADtulo-con-firma-electr%C3%B3nica,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfc_c3_b3mo-solicit_c3_b_f60bdc5a.txt,309,"method=simple,kw=3"
2026-05-04T20:43:30,https://explora.upc.edu.pe/79253-constancias-y-certificados/despu%C3%A9s-de-llevar-los-cursos-de-ingl%C3%A9s-%C2%BFme-dar%C3%A1n-alguna-certificaci%C3%B3n-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_despu_c3_a9s-de-llevar-los-c_e46a17d8.txt,510,"method=simple,kw=1"
2026-05-04T20:43:34,https://explora.upc.edu.pe/79253-constancias-y-certificados/como-puedo-solicitar-la-devolucion-de-mis-documentos-presentados-al-momento-de-la-incorporacion,1,ignorada,,0,"words=267,kw=3,method=simple"
2026-05-04T20:43:38,https://explora.upc.edu.pe/79253-constancias-y-certificados/solicit%C3%A9-una-constancia-o-certificado-%C2%BFd%C3%B3nde-me-la-entregan,1,ignorada,,0,"words=232,kw=1,method=simple"
2026-05-04T20:43:41,https://www.upc.edu.pe/transparencia-upc/pensiones-y-tarifas/tarifas-pregrado/index.html,1,html,/tmp/upc_documents/html_text/otros/www_upc_edu_pe_transparencia-upc_pensiones-y-tarifas_tarifas-pregrado_index_html_180645ba.txt,612,"method=simple,kw=6"
2026-05-04T20:43:46,https://explora.upc.edu.pe/79253-constancias-y-certificados/en-que-fechas-puedo-realizar-un-tramite,1,ignorada,,0,"words=262,kw=2,method=simple"
2026-05-04T20:43:50,https://explora.upc.edu.pe/79253-constancias-y-certificados/alumno-de-medicina-necesito-mi-certificado-de-estudios-%E2%80%93-equivalencia-de-notas-para-homologar-mi-t%C3%ADtulo-en-espa%C3%B1a-%C2%BFc%C3%B3mo-debo-solicitarlo,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_alumno-de-medicina-necesito-_65249bc2.txt,623,"method=simple,kw=1"
2026-05-04T20:44:06,https://explora.upc.edu.pe/79253-constancias-y-certificados/puedo-pedir-una-copia-del-certificado-de-estudios-que-presente-en-admision-cuando-ingrese,1,ignorada,,0,"words=250,kw=0,method=playwright"
2026-05-04T20:44:09,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFqu%C3%A9-documentos-debo-presentar-y-el-tipo-de-firma-que-debo-elegir-firma-electr%C3%B3nica-o-firma-digitalizada-al-realizar-mi-solicitud-en-mi-upc,1,ignorada,,0,"words=248,kw=0,method=simple"
2026-05-04T20:44:13,https://explora.upc.edu.pe/79253-constancias-y-certificados/como-puedo-revisar-el-estado-de-mi-tramite-copy-281,1,ignorada,,0,"words=222,kw=0,method=simple"
2026-05-04T20:44:18,https://explora.upc.edu.pe/79253-constancias-y-certificados/no-puedo-validar-la-firma-de-mi-certificado-o-constancia-con-firma-electronica-%C2%BFque-debo-hacer,1,ignorada,,0,"words=265,kw=4,method=simple"
2026-05-04T20:44:22,https://explora.upc.edu.pe/79253-constancias-y-certificados/modelos-de-certificados-y-constancias-?from_search=201965868,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_modelos-de-certificados-y-co_0f398275.txt,1242,"method=simple,kw=8"
2026-05-04T20:44:26,https://explora.upc.edu.pe/79253-constancias-y-certificados/%C2%BFqu%C3%A9-documentos-puedo-solicitar-con-firma-electr%C3%B3nica-?from_search=201965701,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados__c2_bfqu_c3_a9-documentos-pu_6a6e58c9.txt,1069,"method=simple,kw=8"
2026-05-04T20:44:29,https://explora.upc.edu.pe/79253-constancias-y-certificados/medicina-tramites-para-serums,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79253-constancias-y-certificados_medicina-tramites-para-serum_e0fc493d.txt,413,"method=simple,kw=5"
2026-05-04T20:44:33,https://explora.upc.edu.pe/79255-emision-de-silabos/%C2%BFcomo-solicito-una-carta-de-presentaci%C3%B3n-de-s%C3%ADlabos-?from_search=120251039,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79255-emision-de-silabos__c2_bfcomo-solicito-una-carta-de-pre_ca7fe8af.txt,603,"method=simple,kw=1"
2026-05-04T20:44:37,https://explora.upc.edu.pe/79255-emision-de-silabos/%C2%BFc%C3%B3mo-solicito-la-emisi%C3%B3n-de-s%C3%ADlabos-y-cu%C3%A1l-es-el-costo,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79255-emision-de-silabos__c2_bfc_c3_b3mo-solicito-la-emisi_c3_99a12aef.txt,821,"method=simple,kw=1"
2026-05-04T20:44:40,https://explora.upc.edu.pe/79255-emision-de-silabos/%C2%BFcomo-solicito-una-carta-de-presentaci%C3%B3n-de-s%C3%ADlabos-,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79255-emision-de-silabos__c2_bfcomo-solicito-una-carta-de-pre_1457c127.txt,603,"method=simple,kw=1"
2026-05-04T20:44:44,https://explora.upc.edu.pe/79256-certificacion-de-documentos/certificaci%C3%B3n-virtual-de-documentos-de-intercambio,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79256-certificacion-de-documentos_certificaci_c3_b3n-virtual-_2958da87.txt,722,"method=simple,kw=3"
2026-05-04T20:44:49,https://explora.upc.edu.pe/79256-certificacion-de-documentos/donde-realizo-el-tramite-de-la-copia-certificada-de-mi-titulo-profesional-o-de-mi-grado-de-bachiller,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79256-certificacion-de-documentos_donde-realizo-el-tramite-de_f103dbe3.txt,786,"method=simple,kw=3"
2026-05-04T20:44:53,https://explora.upc.edu.pe/79256-certificacion-de-documentos/como-solicito-una-copia-certificada-de-mi-acta-de-sustentacion-o-titulacion,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79256-certificacion-de-documentos_como-solicito-una-copia-cer_a3787ecd.txt,588,"method=simple,kw=3"
2026-05-04T20:44:57,https://explora.upc.edu.pe/79256-certificacion-de-documentos/voy-a-postular-a-una-maestria-en-el-extranjero-y-necesito-lacrar-un-sobre-con-mi-certificado-de-notas-y-su-traduccion-oficial-dentro-como,1,html,/tmp/upc_documents/html_text/otros/explora_upc_edu_pe_79256-certificacion-de-documentos_voy-a-postular-a-una-maestr_e85cbabc.txt,368,"method=simple,kw=2"
2026-05-04T20:45:01,https://explora.upc.edu.pe/79256-certificacion-de-documentos/he-solicitado-la-certificacion-de-un-documento-donde-tengo-que-dejarlo-para-que-lo-certifiquen,1,ignorada,,0,"words=254,kw=2,method=simple"
